`,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,COLLISION_ID,VEHICLE TYPE CODE 1
04/13/2021,17:55,BRONX,10452,40.844105,-73.923065,"(40.844105, -73.923065)",Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4407789,Station Wagon/Sport Utility Vehicle
04/16/2021,21:00,BROOKLYN,11203,40.651707,-73.93121,"(40.651707, -73.93121)",Backing Unsafely,Unspecified,4408129,Sedan
04/15/2021,10:30,QUEENS,11420,40.680496,-73.821365,"(40.680496, -73.821365)",Failure to Yield Right-of-Way,,4407576,Station Wagon/Sport Utility Vehicle
04/15/2021,23:36,BRONX,10452,40.834415,-73.92854,"(40.834415, -73.92854)",View Obstructed/Limited,Unspecified,4408193,Ambulance
04/15/2021,0:00,QUEENS,11377,40.7357,-73.90377,"(40.7357, -73.90377)",Driver Inattention/Distraction,Unspecified,4407643,Sedan
04/15/2021,21:33,,,40.771038,-73.83413,"(40.771038, -73.83413)",Passing or Lane Usage Improper,Passing or Lane Usage Improper,4407906,Sedan
04/14/2021,19:45,BROOKLYN,11201,40.69484,-73.98391,"(40.69484, -73.98391)",Driver Inattention/Distraction,Driver Inattention/Distraction,4407414,Sedan
04/14/2021,7:45,MANHATTAN,10024,40.785774,-73.97052,"(40.785774, -73.97052)",Passing or Lane Usage Improper,Unspecified,4407623,Station Wagon/Sport Utility Vehicle
04/14/2021,12:30,QUEENS,11373,40.733017,-73.8852,"(40.733017, -73.8852)",Driver Inattention/Distraction,Unspecified,4407436,Sedan
04/16/2021,8:30,,,40.709023,-73.757835,"(40.709023, -73.757835)",Traffic Control Disregarded,Driver Inattention/Distraction,4407952,Station Wagon/Sport Utility Vehicle
04/14/2021,11:15,,,40.692886,-73.832184,"(40.692886, -73.832184)",Failure to Yield Right-of-Way,Unspecified,4407761,Flat Bed
04/15/2021,15:18,BROOKLYN,11209,40.620487,-74.029305,"(40.620487, -74.029305)",Driver Inattention/Distraction,,4408063,Station Wagon/Sport Utility Vehicle
04/14/2021,17:50,BROOKLYN,11204,40.618595,-73.99847,"(40.618595, -73.99847)",Driver Inattention/Distraction,Unspecified,4407388,Sedan
04/14/2021,10:29,MANHATTAN,10026,40.803787,-73.953896,"(40.803787, -73.953896)",Unspecified,,4407766,Station Wagon/Sport Utility Vehicle
04/15/2021,20:02,BRONX,10459,40.82319,-73.889496,"(40.82319, -73.889496)",Passing or Lane Usage Improper,Unspecified,4407901,Station Wagon/Sport Utility Vehicle
04/14/2021,19:20,,,40.680088,-73.94398,"(40.680088, -73.94398)",Driver Inattention/Distraction,Driver Inattention/Distraction,4408104,Sedan
04/14/2021,19:00,BRONX,10456,40.827927,-73.90094,"(40.827927, -73.90094)",Unspecified,,4407486,Sedan
7/08/2021,19:55,,,40.65342,-73.88898,"(40.65342, -73.88898)",Other Vehicular,Other Vehicular,4456618,Sedan
04/14/2021,22:21,BROOKLYN,11213,40.66895,-73.9339,"(40.66895, -73.9339)",Driver Inattention/Distraction,Unspecified,4408264,Moped
04/15/2021,15:25,,,40.879055,-73.87439,"(40.879055, -73.87439)",Turning Improperly,Driver Inattention/Distraction,4407678,Sedan
04/14/2021,11:30,,,40.67043,-73.928185,"(40.67043, -73.928185)",Unsafe Speed,,4407355,Moped
04/16/2021,23:14,BRONX,10469,40.875874,-73.84989,"(40.875874, -73.84989)",Unspecified,Unspecified,4408155,Sedan
04/13/2021,9:30,,,40.675037,-73.930534,"(40.675037, -73.930534)",Following Too Closely,Unspecified,4408271,Station Wagon/Sport Utility Vehicle
04/16/2021,13:59,,,40.767582,-73.9109,"(40.767582, -73.9109)",Failure to Yield Right-of-Way,,4408380,Station Wagon/Sport Utility Vehicle
04/14/2021,6:35,MANHATTAN,10014,40.734352,-74.00849,"(40.734352, -74.00849)",Backing Unsafely,Unspecified,4407598,Station Wagon/Sport Utility Vehicle
04/15/2021,22:36,,,,,,Alcohol Involvement,,4407693,Sedan
04/16/2021,14:50,BROOKLYN,11236,40.63083,-73.90736,"(40.63083, -73.90736)",Driver Inexperience,Unspecified,4407866,Station Wagon/Sport Utility Vehicle
04/14/2021,18:35,BROOKLYN,11210,40.63532,-73.95033,"(40.63532, -73.95033)",Driver Inattention/Distraction,Unspecified,4407452,Sedan
04/13/2021,10:30,BROOKLYN,11211,40.714073,-73.95087,"(40.714073, -73.95087)",Driver Inattention/Distraction,Driver Inattention/Distraction,4407809,Tractor Truck Diesel
04/14/2021,6:55,BROOKLYN,11206,40.702194,-73.93587,"(40.702194, -73.93587)",Passing or Lane Usage Improper,Following Too Closely,4407393,Sedan
04/14/2021,16:58,MANHATTAN,10065,40.764362,-73.96162,"(40.764362, -73.96162)",Driver Inattention/Distraction,Unspecified,4407453,Sedan
4/12/2021,18:30,,,40.69496,-73.946236,"(40.69496, -73.946236)",Passing or Lane Usage Improper,Unspecified,4408214,Sedan
04/16/2021,12:10,,,40.79656,-73.97226,"(40.79656, -73.97226)",Unspecified,,4407824,Box Truck
04/14/2021,9:00,BRONX,10454,40.805016,-73.92109,"(40.805016, -73.92109)",Unspecified,,4407431,Sedan
04/14/2021,17:00,QUEENS,11422,40.66406,-73.73846,"(40.66406, -73.73846)",Unspecified,Unspecified,4407632,Sedan
04/13/2021,13:14,MANHATTAN,10029,40.7963,-73.93829,"(40.7963, -73.93829)",Turning Improperly,Turning Improperly,4407841,Sedan
04/14/2021,2:25,QUEENS,11422,40.66563,-73.73921,"(40.66563, -73.73921)",Traffic Control Disregarded,Unspecified,4407096,Sedan
04/15/2021,16:00,QUEENS,11436,40.680477,-73.7921,"(40.680477, -73.7921)",Driver Inattention/Distraction,Unspecified,4407658,Sedan
04/16/2021,11:35,,,40.737785,-73.93496,"(40.737785, -73.93496)",Following Too Closely,Unspecified,4407933,Station Wagon/Sport Utility Vehicle
04/16/2021,12:26,MANHATTAN,10023,40.778606,-73.98163,"(40.778606, -73.98163)",Backing Unsafely,Unspecified,4407976,Station Wagon/Sport Utility Vehicle
04/16/2021,0:30,QUEENS,11369,40.75868,-73.87552,"(40.75868, -73.87552)",Unsafe Speed,Unspecified,4407714,Sedan
04/14/2021,17:55,,,40.856045,-73.90079,"(40.856045, -73.90079)",Following Too Closely,Unspecified,4407373,Sedan
04/14/2021,23:36,BRONX,10466,40.880257,-73.843864,"(40.880257, -73.843864)",Passing Too Closely,Unspecified,4407568,Sedan
04/15/2021,20:00,QUEENS,11691,40.60677,-73.759575,"(40.60677, -73.759575)",Passing or Lane Usage Improper,Unspecified,4407707,AMBULANCE
04/16/2021,6:00,,,40.695683,-73.741875,"(40.695683, -73.741875)",Unspecified,Unspecified,4407692,
04/15/2021,15:10,QUEENS,11101,,,,Passing or Lane Usage Improper,Unspecified,4407615,Bike
04/16/2021,20:00,,,40.667236,-73.770004,"(40.667236, -73.770004)",Passing or Lane Usage Improper,Unspecified,4407865,Station Wagon/Sport Utility Vehicle
04/14/2021,6:13,BRONX,10460,40.8351,-73.8825,"(40.8351, -73.8825)",Unspecified,,4407154,Sedan
04/15/2021,14:41,BROOKLYN,11236,40.633682,-73.89868,"(40.633682, -73.89868)",Unspecified,,4407637,Sedan
04/14/2021,11:54,BROOKLYN,11201,40.698116,-73.977325,"(40.698116, -73.977325)",Failure to Yield Right-of-Way,,4407354,Station Wagon/Sport Utility Vehicle
04/16/2021,11:50,,,40.84747,-73.89134,"(40.84747, -73.89134)",Reaction to Uninvolved Vehicle,Unspecified,4407793,Station Wagon/Sport Utility Vehicle
04/14/2021,14:00,,,40.8047,-73.91243,"(40.8047, -73.91243)",Unspecified,Unspecified,4407432,Station Wagon/Sport Utility Vehicle
04/16/2021,23:55,,,40.762676,-73.954346,"(40.762676, -73.954346)",Unsafe Lane Changing,Unspecified,4407946,Sedan
04/16/2021,14:30,QUEENS,11367,40.7158,-73.824486,"(40.7158, -73.824486)",Driver Inattention/Distraction,Unspecified,4407852,Sedan
04/15/2021,23:00,MANHATTAN,10018,40.75584,-73.99238,"(40.75584, -73.99238)",Unspecified,,4408249,Sedan
9/11/2021,11:30,BRONX,10475,40.875942,-73.83304,"(40.875942, -73.83304)",Unspecified,,4456019,Sedan
04/15/2021,18:00,,,40.772102,-73.763954,"(40.772102, -73.763954)",Following Too Closely,Unspecified,4407987,Sedan
04/14/2021,20:19,BROOKLYN,11238,40.681602,-73.95855,"(40.681602, -73.95855)",Driver Inexperience,Unspecified,4408215,Sedan
04/15/2021,14:36,BROOKLYN,11210,40.62677,-73.946884,"(40.62677, -73.946884)",Driver Inattention/Distraction,Unspecified,4408027,Sedan
04/14/2021,11:16,,,40.707493,-73.94153,"(40.707493, -73.94153)",Other Vehicular,Other Vehicular,4407389,Station Wagon/Sport Utility Vehicle
04/15/2021,10:00,,,40.8252,-73.867714,"(40.8252, -73.867714)",Passing or Lane Usage Improper,Unspecified,4407562,Sedan
4/12/2021,21:30,BRONX,10457,40.854115,-73.89091,"(40.854115, -73.89091)",Driver Inattention/Distraction,Unspecified,4407794,Sedan
04/15/2021,14:06,QUEENS,11433,,,,Driver Inattention/Distraction,Driver Inattention/Distraction,4407596,Station Wagon/Sport Utility Vehicle
04/16/2021,7:00,,,40.768875,-73.94898,"(40.768875, -73.94898)",Following Too Closely,Following Too Closely,4407779,Sedan
04/16/2021,15:21,BROOKLYN,11236,40.629707,-73.90486,"(40.629707, -73.90486)",Unspecified,Unspecified,4407997,Taxi
04/15/2021,0:40,QUEENS,11426,40.72654,-73.71589,"(40.72654, -73.71589)",Driver Inattention/Distraction,,4407408,Sedan
04/15/2021,18:00,STATEN ISLAND,10301,40.634415,-74.08535,"(40.634415, -74.08535)",Unspecified,,4408313,Sedan
9/11/2021,16:30,,,40.889362,-73.83446,"(40.889362, -73.83446)",Failure to Yield Right-of-Way,Unspecified,4456486,Sedan
04/15/2021,8:40,,,40.66937,-73.89523,"(40.66937, -73.89523)",Passing or Lane Usage Improper,Driver Inattention/Distraction,4407747,Station Wagon/Sport Utility Vehicle
04/16/2021,17:25,BRONX,10466,40.89466,-73.86137,"(40.89466, -73.86137)",Driver Inattention/Distraction,View Obstructed/Limited,4408402,Station Wagon/Sport Utility Vehicle
04/16/2021,6:40,BROOKLYN,11215,40.669067,-73.9878,"(40.669067, -73.9878)",Unspecified,,4407702,Sedan
04/15/2021,14:00,,,,,,Following Too Closely,Following Too Closely,4407652,Station Wagon/Sport Utility Vehicle
04/15/2021,11:00,QUEENS,11416,40.681484,-73.85049,"(40.681484, -73.85049)",Failure to Yield Right-of-Way,Unspecified,4407762,Sedan
04/14/2021,9:31,BRONX,10473,40.82433,-73.874374,"(40.82433, -73.874374)",Passing Too Closely,Unspecified,4407297,Station Wagon/Sport Utility Vehicle
04/14/2021,12:40,,,40.856606,-73.92841,"(40.856606, -73.92841)",Driver Inattention/Distraction,Unspecified,4407321,Station Wagon/Sport Utility Vehicle
4/08/2021,21:52,BROOKLYN,11212,40.65785,-73.91648,"(40.65785, -73.91648)",Unspecified,,4408100,Sedan
04/14/2021,8:58,,,40.62764,-73.89022,"(40.62764, -73.89022)",Passing or Lane Usage Improper,Unspecified,4407505,Station Wagon/Sport Utility Vehicle
4/09/2021,1:15,,,40.58401,-73.98587,"(40.58401, -73.98587)",Following Too Closely,Unspecified,4408047,Sedan
04/14/2021,17:30,BROOKLYN,11211,40.71791,-73.95341,"(40.71791, -73.95341)",Turning Improperly,,4407805,Station Wagon/Sport Utility Vehicle
04/15/2021,0:00,,,40.780437,-73.94989,"(40.780437, -73.94989)",Driver Inattention/Distraction,Unspecified,4407697,Sedan
04/14/2021,8:30,QUEENS,11004,40.73973,-73.70625,"(40.73973, -73.70625)",Unspecified,Unspecified,4407367,Sedan
4/05/2021,16:21,MANHATTAN,10029,40.7952,-73.94623,"(40.7952, -73.94623)",Passing Too Closely,Unspecified,4407837,Station Wagon/Sport Utility Vehicle
04/14/2021,10:40,BROOKLYN,11201,40.694794,-73.98246,"(40.694794, -73.98246)",Failure to Yield Right-of-Way,Unsafe Speed,4407548,Taxi
04/16/2021,8:30,BROOKLYN,11228,40.614063,-74.01393,"(40.614063, -74.01393)",Unspecified,Unspecified,4407820,Trailer
7/08/2021,16:45,BROOKLYN,11211,40.715702,-73.95579,"(40.715702, -73.95579)",View Obstructed/Limited,View Obstructed/Limited,4456635,Sedan
04/16/2021,18:50,BROOKLYN,11218,40.633152,-73.97762,"(40.633152, -73.97762)",Unspecified,Unspecified,4408150,Sedan
04/16/2021,15:23,BROOKLYN,11228,40.612736,-74.01172,"(40.612736, -74.01172)",Following Too Closely,Unspecified,4407842,Sedan
04/15/2021,17:55,BROOKLYN,11249,40.70166,-73.961464,"(40.70166, -73.961464)",Pavement Slippery,Unspecified,4407673,Station Wagon/Sport Utility Vehicle
04/14/2021,0:42,MANHATTAN,10035,40.80641,-73.94227,"(40.80641, -73.94227)",Unspecified,Unspecified,4407278,Taxi
04/14/2021,12:30,MANHATTAN,10019,40.762234,-73.98987,"(40.762234, -73.98987)",Driver Inattention/Distraction,,4407459,Van
04/15/2021,8:30,BRONX,10458,40.863647,-73.8918,"(40.863647, -73.8918)",Unspecified,,4407514,Bus
04/15/2021,18:36,BROOKLYN,11224,40.576626,-73.98478,"(40.576626, -73.98478)",Driver Inattention/Distraction,Unspecified,4408367,Sedan
04/14/2021,13:45,BROOKLYN,11214,40.60118,-73.99098,"(40.60118, -73.99098)",Driver Inattention/Distraction,Unspecified,4407313,Sedan
04/14/2021,19:46,BROOKLYN,11220,40.64721,-74.01531,"(40.64721, -74.01531)",Unspecified,Unspecified,4407396,Station Wagon/Sport Utility Vehicle
04/13/2021,17:11,,,,,,Following Too Closely,Unspecified,4407883,Sedan
04/15/2021,16:18,,,40.681145,-73.7923,"(40.681145, -73.7923)",Unsafe Speed,Unspecified,4407611,Sedan
04/15/2021,12:40,BROOKLYN,11224,40.57529,-73.97655,"(40.57529, -73.97655)",Backing Unsafely,Unspecified,4408053,Station Wagon/Sport Utility Vehicle
04/16/2021,17:45,,,40.786,-73.84574,"(40.786, -73.84574)",Failure to Yield Right-of-Way,Unspecified,4407905,Sedan
04/15/2021,20:00,BROOKLYN,11214,40.601128,-73.997086,"(40.601128, -73.997086)",Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,4407642,Taxi
04/15/2021,11:45,,,40.827923,-73.93483,"(40.827923, -73.93483)",Unsafe Lane Changing,Unspecified,4407556,Sedan
4/05/2021,16:27,MANHATTAN,10026,40.805824,-73.954636,"(40.805824, -73.954636)",Unspecified,Unspecified,4407774,Station Wagon/Sport Utility Vehicle
04/14/2021,13:30,,,40.642776,-74.02003,"(40.642776, -74.02003)",Passing or Lane Usage Improper,Unspecified,4407360,Sedan
04/14/2021,18:56,,,40.86674,-73.92873,"(40.86674, -73.92873)",Pavement Defective,,4408139,Motorcycle
04/16/2021,9:10,,,,,,Unspecified,Unspecified,4407848,Station Wagon/Sport Utility Vehicle
04/15/2021,1:30,,,,,,Unspecified,,4407401,Station Wagon/Sport Utility Vehicle
12/10/2021,12:15,,,40.571625,-74.11192,"(40.571625, -74.11192)",Backing Unsafely,Unspecified,4485464,Sedan
4/12/2021,6:00,,,40.678375,-73.9265,"(40.678375, -73.9265)",Other Lighting Defects,Unspecified,4408223,Garbage or Refuse
04/14/2021,19:50,,,40.74209,-73.984985,"(40.74209, -73.984985)",Unspecified,,4408075,Station Wagon/Sport Utility Vehicle
04/16/2021,11:30,BRONX,10455,40.81228,-73.90941,"(40.81228, -73.90941)",Unspecified,Unspecified,4407967,Sedan
04/16/2021,23:45,,,40.604195,-73.97218,"(40.604195, -73.97218)",Reaction to Uninvolved Vehicle,,4407875,Pick-up Truck
4/11/2021,18:45,BRONX,10460,40.84383,-73.886375,"(40.84383, -73.886375)",Driver Inattention/Distraction,Unspecified,4407915,Station Wagon/Sport Utility Vehicle
04/16/2021,8:30,,,40.759163,-73.988396,"(40.759163, -73.988396)",Failure to Yield Right-of-Way,Unspecified,4408258,Sedan
04/15/2021,19:39,BROOKLYN,11226,40.652927,-73.959335,"(40.652927, -73.959335)",Unspecified,,4408033,
04/14/2021,21:00,BROOKLYN,11216,40.69097,-73.94833,"(40.69097, -73.94833)",Following Too Closely,Turning Improperly,4408308,Sedan
04/16/2021,19:00,,,40.718864,-73.97483,"(40.718864, -73.97483)",Unspecified,Unspecified,4407869,Station Wagon/Sport Utility Vehicle
04/15/2021,23:30,BROOKLYN,11208,40.683174,-73.87389,"(40.683174, -73.87389)",Driver Inattention/Distraction,Unspecified,4407732,Van
04/15/2021,17:11,,,,,,Driver Inattention/Distraction,Driver Inattention/Distraction,4407684,Sedan
04/15/2021,2:00,QUEENS,11372,40.749744,-73.884315,"(40.749744, -73.884315)",Passing or Lane Usage Improper,,4407602,Box Truck
04/16/2021,19:54,MANHATTAN,10010,40.738316,-73.98773,"(40.738316, -73.98773)",Unspecified,,4407959,Taxi
4/08/2021,9:21,BRONX,10461,40.839382,-73.84531,"(40.839382, -73.84531)",Unspecified,Unspecified,4408397,Sedan
04/16/2021,9:50,BROOKLYN,11212,40.66806,-73.90394,"(40.66806, -73.90394)",Unspecified,,4408067,Sedan
04/16/2021,12:10,,,40.74715,-73.985504,"(40.74715, -73.985504)",Driver Inattention/Distraction,Unspecified,4408279,Station Wagon/Sport Utility Vehicle
04/14/2021,8:40,,,40.663776,-73.889915,"(40.663776, -73.889915)",Driver Inattention/Distraction,Unspecified,4407723,Station Wagon/Sport Utility Vehicle
04/16/2021,23:25,,,40.843903,-73.927284,"(40.843903, -73.927284)",Unsafe Lane Changing,Unspecified,4408198,Sedan
04/14/2021,20:25,,,40.836296,-73.87369,"(40.836296, -73.87369)",Unspecified,,4407501,Sedan
04/15/2021,21:04,BROOKLYN,11203,40.655285,-73.93658,"(40.655285, -73.93658)",Failure to Yield Right-of-Way,Unspecified,4408119,Taxi
4/09/2021,12:00,BROOKLYN,11249,40.70166,-73.961464,"(40.70166, -73.961464)",Driver Inattention/Distraction,Oversized Vehicle,4408359,Sedan
04/16/2021,10:05,BROOKLYN,11220,40.64606,-74.01648,"(40.64606, -74.01648)",Brakes Defective,Unspecified,4407816,Pick-up Truck
04/14/2021,7:00,,,,,,Fell Asleep,,4407168,Station Wagon/Sport Utility Vehicle
04/15/2021,8:23,QUEENS,11423,40.72119,-73.761185,"(40.72119, -73.761185)",Driver Inattention/Distraction,Unspecified,4407543,Sedan
04/15/2021,12:00,QUEENS,11385,40.708363,-73.87203,"(40.708363, -73.87203)",Driver Inattention/Distraction,Unspecified,4407801,Station Wagon/Sport Utility Vehicle
04/14/2021,14:10,,,40.674004,-73.81881,"(40.674004, -73.81881)",Traffic Control Disregarded,Unspecified,4407346,SCHOOL BUS
04/14/2021,23:10,,,40.729176,-73.87898,"(40.729176, -73.87898)",Unspecified,Unspecified,4407769,Sedan
9/11/2021,10:59,QUEENS,11368,40.745766,-73.86421,"(40.745766, -73.86421)",Obstruction/Debris,Driver Inexperience,4455856,Station Wagon/Sport Utility Vehicle
04/15/2021,12:30,BRONX,10475,40.86832,-73.83317,"(40.86832, -73.83317)",Oversized Vehicle,Unspecified,4408093,Sedan
04/14/2021,18:45,QUEENS,11691,40.598515,-73.766464,"(40.598515, -73.766464)",Animals Action,,4407475,Motorcycle
03/20/2021,15:58,BROOKLYN,11205,40.695004,-73.9525,"(40.695004, -73.9525)",Passing Too Closely,Passing Too Closely,4408113,Station Wagon/Sport Utility Vehicle
04/14/2021,11:50,,,40.72773,-73.90674,"(40.72773, -73.90674)",Unspecified,Unspecified,4407833,Sedan
04/16/2021,8:41,QUEENS,11385,40.704563,-73.91066,"(40.704563, -73.91066)",Driver Inattention/Distraction,Unspecified,4407923,Station Wagon/Sport Utility Vehicle
04/14/2021,13:30,,,40.66807,-73.80789,"(40.66807, -73.80789)",Failure to Yield Right-of-Way,Driver Inattention/Distraction,4407424,Station Wagon/Sport Utility Vehicle
04/14/2021,0:00,BROOKLYN,11207,40.66944,-73.883995,"(40.66944, -73.883995)",Traffic Control Disregarded,Unspecified,4407741,Station Wagon/Sport Utility Vehicle
4/09/2021,10:15,,,40.684082,-73.90864,"(40.684082, -73.90864)",Passing Too Closely,Unspecified,4407891,Station Wagon/Sport Utility Vehicle
04/14/2021,15:05,BROOKLYN,11201,40.69349,-73.97917,"(40.69349, -73.97917)",Unspecified,Unspecified,4407647,Station Wagon/Sport Utility Vehicle
04/16/2021,0:00,QUEENS,11354,40.765266,-73.81517,"(40.765266, -73.81517)",Passing Too Closely,Unspecified,4407909,Station Wagon/Sport Utility Vehicle
04/14/2021,18:00,,,40.74613,-73.83605,"(40.74613, -73.83605)",Driver Inattention/Distraction,Unspecified,4407439,Station Wagon/Sport Utility Vehicle
04/15/2021,12:17,MANHATTAN,10016,40.74708,-73.98135,"(40.74708, -73.98135)",Driver Inattention/Distraction,Unspecified,4407604,Sedan
04/15/2021,10:37,BRONX,10467,40.87482,-73.877,"(40.87482, -73.877)",Driver Inattention/Distraction,,4407752,Sedan
04/14/2021,19:15,QUEENS,11385,40.70399,-73.85589,"(40.70399, -73.85589)",Failure to Yield Right-of-Way,Unspecified,4407380,Station Wagon/Sport Utility Vehicle
04/16/2021,21:30,BROOKLYN,11226,40.649788,-73.9622,"(40.649788, -73.9622)",Unspecified,Unspecified,4408037,Sedan
4/11/2021,11:50,QUEENS,11435,40.69507,-73.80114,"(40.69507, -73.80114)",Passing or Lane Usage Improper,Unspecified,4408416,Station Wagon/Sport Utility Vehicle
04/15/2021,9:57,MANHATTAN,10024,40.788673,-73.97136,"(40.788673, -73.97136)",Passing Too Closely,Unspecified,4407549,Sedan
04/15/2021,13:07,,,40.847897,-73.92499,"(40.847897, -73.92499)",Unspecified,Unspecified,4408002,Sedan
04/14/2021,11:30,BROOKLYN,11221,40.68896,-73.93326,"(40.68896, -73.93326)",Driver Inattention/Distraction,Unspecified,4408227,Taxi
04/13/2021,7:25,,,40.695377,-73.94921,"(40.695377, -73.94921)",Passing or Lane Usage Improper,Unspecified,4408262,Station Wagon/Sport Utility Vehicle
04/16/2021,18:03,BRONX,10467,40.880657,-73.877625,"(40.880657, -73.877625)",Passing or Lane Usage Improper,Unspecified,4407897,Station Wagon/Sport Utility Vehicle
04/16/2021,21:00,,,40.828114,-73.93107,"(40.828114, -73.93107)",Unsafe Lane Changing,Following Too Closely,4408187,Sedan
04/16/2021,10:40,,,40.781265,-73.97599,"(40.781265, -73.97599)",Driver Inattention/Distraction,,4407975,Sedan
04/16/2021,20:07,MANHATTAN,10033,40.848736,-73.93234,"(40.848736, -73.93234)",Failure to Yield Right-of-Way,Unspecified,4408164,Sedan
04/16/2021,12:42,,,,,,Following Too Closely,Unspecified,4407910,Station Wagon/Sport Utility Vehicle
04/15/2021,22:22,BROOKLYN,11212,40.65989,-73.90536,"(40.65989, -73.90536)",Unspecified,,4408085,Sedan
04/16/2021,18:40,,,40.748436,-73.984566,"(40.748436, -73.984566)",Unsafe Lane Changing,Unspecified,4408250,Sedan
04/15/2021,12:38,BROOKLYN,11229,40.61033,-73.95932,"(40.61033, -73.95932)",Unsafe Lane Changing,Unspecified,4408028,Sedan
04/14/2021,12:20,QUEENS,11101,40.752556,-73.92972,"(40.752556, -73.92972)",Unspecified,Unspecified,4407580,Sedan
04/14/2021,20:50,,,40.829697,-73.91313,"(40.829697, -73.91313)",Failure to Yield Right-of-Way,,4408302,Sedan
04/14/2021,2:30,MANHATTAN,10002,40.718826,-73.98424,"(40.718826, -73.98424)",Turning Improperly,Unspecified,4407400,Sedan
04/16/2021,12:38,BROOKLYN,11203,40.65241,-73.9264,"(40.65241, -73.9264)",Unspecified,Unspecified,4408128,Station Wagon/Sport Utility Vehicle
04/15/2021,13:31,,,,,,Passing or Lane Usage Improper,Unspecified,4407806,Pick-up Truck
04/15/2021,15:20,,,40.852673,-73.919106,"(40.852673, -73.919106)",Following Too Closely,Unspecified,4408194,Station Wagon/Sport Utility Vehicle
04/16/2021,15:00,,,40.851555,-73.952446,"(40.851555, -73.952446)",Passing Too Closely,Unspecified,4408289,Box Truck
04/16/2021,12:50,,,40.707928,-73.784294,"(40.707928, -73.784294)",Traffic Control Disregarded,Unspecified,4407953,Station Wagon/Sport Utility Vehicle
4/06/2021,8:50,BRONX,10466,40.891876,-73.8616,"(40.891876, -73.8616)",Outside Car Distraction,Driver Inattention/Distraction,4408391,Sedan
04/15/2021,0:00,QUEENS,11692,40.58947,-73.80105,"(40.58947, -73.80105)",Unspecified,Unspecified,4408204,Sedan
4/01/2021,4:46,MANHATTAN,10016,40.74668,-73.9745,"(40.74668, -73.9745)",Turning Improperly,Turning Improperly,4407870,Sedan
04/14/2021,22:17,BRONX,10458,40.85814,-73.895744,"(40.85814, -73.895744)",Unspecified,,4407524,Sedan
04/16/2021,14:35,BROOKLYN,11206,40.708626,-73.94513,"(40.708626, -73.94513)",Driver Inattention/Distraction,Unspecified,4408353,Lift Boom
04/14/2021,2:09,,,,,,Alcohol Involvement,,4407243,Sedan
04/14/2021,15:25,QUEENS,11373,40.73464,-73.87421,"(40.73464, -73.87421)",Reaction to Uninvolved Vehicle,Following Too Closely,4407445,Sedan
04/16/2021,10:00,BROOKLYN,11210,40.62855,-73.952835,"(40.62855, -73.952835)",Unspecified,Unspecified,4408056,Sedan
04/14/2021,13:40,BROOKLYN,11203,40.65563,-73.92596,"(40.65563, -73.92596)",Unspecified,Unspecified,4407327,Sedan
04/16/2021,10:10,QUEENS,11434,40.687046,-73.792114,"(40.687046, -73.792114)",Driver Inattention/Distraction,Unspecified,4407784,Sedan
04/14/2021,11:46,QUEENS,11385,40.70326,-73.86474,"(40.70326, -73.86474)",Driver Inattention/Distraction,,4407928,Bike
4/06/2021,16:00,,,0,0,"(0.0, 0.0)",Driver Inattention/Distraction,,4408107,Bus
9/10/2021,0:00,,,,,,Unspecified,Unspecified,4456830,Sedan
04/14/2021,13:00,BROOKLYN,11210,40.633114,-73.94928,"(40.633114, -73.94928)",Driver Inattention/Distraction,Unspecified,4407454,Station Wagon/Sport Utility Vehicle
04/14/2021,13:30,STATEN ISLAND,10304,40.62046,-74.07641,"(40.62046, -74.07641)",Unspecified,Unspecified,4407372,Station Wagon/Sport Utility Vehicle
04/14/2021,21:24,MANHATTAN,10065,40.75964,-73.95817,"(40.75964, -73.95817)",Reaction to Uninvolved Vehicle,Unspecified,4407444,Station Wagon/Sport Utility Vehicle
04/13/2021,20:15,,,40.64254,-73.87652,"(40.64254, -73.87652)",Following Too Closely,Following Too Closely,4407756,Station Wagon/Sport Utility Vehicle
04/15/2021,10:30,,,40.783146,-73.97833,"(40.783146, -73.97833)",Passing Too Closely,,4407620,Sedan
04/14/2021,23:30,QUEENS,11433,40.705452,-73.78149,"(40.705452, -73.78149)",Reaction to Uninvolved Vehicle,Unspecified,4407412,Taxi
04/15/2021,19:00,,,40.74425,-73.7334,"(40.74425, -73.7334)",Unspecified,,4407633,Station Wagon/Sport Utility Vehicle
04/14/2021,4:35,MANHATTAN,10017,40.75348,-73.980896,"(40.75348, -73.980896)",Unsafe Lane Changing,Unspecified,4407119,Station Wagon/Sport Utility Vehicle
04/14/2021,23:46,BRONX,10461,40.84307,-73.848076,"(40.84307, -73.848076)",Unspecified,Unspecified,4407660,Station Wagon/Sport Utility Vehicle
04/15/2021,12:30,BROOKLYN,11204,40.620914,-73.9753,"(40.620914, -73.9753)",Illnes,,4408154,Sedan
4/04/2021,21:43,MANHATTAN,10027,40.80889,-73.95581,"(40.80889, -73.95581)",Unsafe Speed,Unspecified,4407773,Sedan
04/15/2021,13:18,MANHATTAN,10024,40.78847,-73.968895,"(40.78847, -73.968895)",Driver Inattention/Distraction,Unspecified,4407567,Sedan
